ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
9070,B,Ship,3,1,153,2,low,M,7,5292,Yes
9071,C,Ship,3,1,173,2,low,F,7,4684,No
9072,F,Ship,3,1,159,3,low,F,3,5044,No
9073,D,Ship,5,4,137,2,low,M,7,5338,Yes
9074,F,Ship,3,1,249,2,medium,M,9,5987,Yes
9075,A,Ship,3,5,247,3,medium,M,10,4286,Yes
9076,B,Ship,3,2,205,3,high,M,3,4563,Yes
9077,C,Ship,3,2,209,3,medium,M,5,4999,No
9078,F,Ship,3,2,247,2,high,M,1,4242,No
9079,D,Ship,4,3,225,2,medium,F,2,4169,Yes
9080,F,Ship,3,5,150,10,low,M,2,5042,No
9081,A,Ship,5,2,210,7,medium,F,4,4525,Yes
9082,B,Ship,3,2,247,2,low,F,2,4677,No
9083,C,Ship,5,5,167,3,medium,M,9,4319,Yes
9084,F,Ship,4,5,233,3,medium,F,7,5604,Yes
9085,D,Ship,2,5,204,10,low,F,1,4709,No
9086,F,Ship,5,5,140,8,medium,M,2,4793,Yes
9087,A,Ship,6,3,218,6,high,M,8,5879,No
9088,B,Ship,3,3,250,3,low,M,9,4993,No
9089,C,Ship,3,4,225,4,low,M,10,4460,Yes
9090,F,Ship,7,1,308,4,medium,F,2,1504,No
9091,D,Ship,6,5,256,4,low,F,2,1163,No
9092,F,Ship,4,3,251,5,medium,M,2,1482,No
9093,A,Ship,5,3,270,5,medium,F,8,1862,No
9094,B,Ship,6,5,289,4,low,M,5,1600,Yes
9095,C,Ship,6,3,253,4,medium,F,9,1823,No
9096,F,Ship,7,2,305,4,medium,M,7,1813,No
9097,D,Ship,3,3,219,6,low,M,10,1116,No
9098,F,Ship,4,2,231,5,medium,M,8,1562,No
9099,A,Ship,6,5,298,4,medium,F,5,1804,No
9100,B,Ship,6,5,282,4,low,M,5,1364,Yes
9101,C,Ship,5,1,240,5,low,M,2,1400,Yes
9102,F,Ship,5,3,223,5,medium,M,4,1817,No
9103,D,Ship,4,4,226,5,low,M,1,1761,No
9104,F,Ship,5,3,253,5,low,M,6,1028,No
9105,A,Ship,6,4,249,4,low,M,10,1318,No
9106,B,Ship,6,5,294,4,medium,M,10,1628,Yes
9107,C,Ship,4,4,263,3,medium,F,8,5475,No
9108,F,Ship,5,2,196,3,medium,M,4,4868,Yes
9109,D,Ship,4,5,184,2,medium,F,2,4429,No
9110,F,Ship,5,4,231,2,medium,F,7,5491,Yes
9111,A,Ship,3,1,153,2,low,M,6,4996,No
9112,B,Ship,3,2,173,2,low,F,8,5492,No
9113,C,Ship,3,1,159,3,low,M,10,4358,Yes
9114,F,Ship,5,4,137,2,low,F,2,4077,Yes
9115,D,Ship,3,1,249,2,medium,F,1,5190,Yes
9116,F,Ship,3,4,247,3,medium,M,9,5383,No
9117,A,Ship,3,3,205,3,high,M,1,5851,Yes
9118,B,Ship,3,3,209,3,medium,F,5,5831,No
9119,C,Ship,3,3,247,2,high,F,8,4593,Yes
9120,F,Ship,4,1,225,2,medium,M,5,5714,Yes
9121,D,Ship,3,2,150,10,low,F,6,5580,No
9122,F,Ship,5,3,210,7,medium,F,4,4362,No
9123,A,Ship,3,1,247,2,low,M,7,5557,No
9124,B,Ship,5,5,167,3,medium,M,1,4314,No
9125,C,Ship,4,5,233,3,medium,F,2,4501,No
9126,F,Ship,2,4,204,10,low,F,4,4679,Yes
9127,D,Ship,5,1,140,8,medium,M,7,5437,No
9128,F,Ship,6,3,218,6,high,F,5,4352,Yes
9129,A,Ship,3,1,250,3,low,F,7,4760,No
9130,B,Ship,3,1,225,4,low,F,10,4080,Yes
9131,C,Ship,7,5,308,4,medium,M,6,1165,No
9132,F,Ship,6,3,256,4,low,F,9,1212,Yes
9133,D,Ship,4,5,251,5,medium,F,7,1381,No
9134,F,Ship,5,1,270,5,medium,M,10,1397,No
9135,A,Ship,6,1,289,4,low,M,3,1181,Yes
9136,B,Ship,6,5,253,4,medium,M,8,1899,Yes
9137,C,Ship,7,3,305,4,medium,F,6,1167,No
9138,F,Ship,3,5,219,6,low,M,1,1394,No
9139,D,Ship,4,1,231,5,medium,M,6,1231,No
9140,F,Ship,6,5,298,4,medium,F,8,1759,Yes
9141,A,Ship,6,1,282,4,low,M,7,1758,No
9142,B,Ship,5,3,240,5,low,M,6,1489,No
9143,C,Ship,5,5,223,5,medium,M,8,1132,No
9144,F,Ship,5,2,140,5,medium,M,2,1521,No
9145,D,Ship,5,3,268,5,medium,M,5,1365,No
9146,F,Ship,6,3,279,4,low,M,7,1090,Yes
9147,A,Ship,4,3,225,5,medium,F,6,1573,No
9148,B,Ship,6,3,296,4,medium,M,7,1515,No
9149,C,Ship,5,5,162,4,low,M,8,1311,No
9150,F,Ship,6,5,255,4,low,F,2,1218,Yes
9151,D,Ship,7,5,255,4,low,F,9,1367,No
9152,F,Ship,6,2,286,4,medium,M,6,1556,Yes
9153,A,Road,7,2,267,4,medium,M,8,1285,No
9154,B,Road,5,1,226,6,low,M,5,1078,No
9155,C,Road,6,5,285,4,medium,F,5,1631,Yes
9156,F,Road,6,3,276,4,low,F,5,1637,Yes
9157,D,Road,6,2,257,4,low,F,5,1565,Yes
9158,F,Road,6,4,287,4,medium,F,10,1811,Yes
9159,A,Road,6,1,283,5,low,F,10,1304,Yes
9160,B,Road,6,3,309,4,medium,M,2,1270,Yes
9161,C,Road,4,3,274,5,low,F,3,1637,Yes
9162,F,Road,7,4,244,4,medium,F,4,1953,Yes
9163,D,Road,5,3,222,6,low,M,9,1656,No
9164,F,Road,6,1,264,4,low,M,5,1900,No
9165,A,Road,4,2,232,5,medium,M,3,1197,No
9166,B,Road,5,2,227,6,medium,F,6,1620,No
9167,C,Road,6,4,294,3,medium,M,7,1455,No
9168,F,Road,6,4,260,4,low,F,1,1883,No
9169,D,Road,4,3,260,5,low,F,8,1756,No
9170,F,Road,6,1,277,5,low,F,2,1190,Yes
9171,A,Road,5,3,257,5,low,F,7,1451,Yes
9172,B,Road,5,5,271,6,low,M,6,1450,Yes
9173,C,Road,6,1,308,4,low,F,7,1260,Yes
9174,F,Road,7,2,281,4,medium,F,2,1291,No
9175,D,Flight,5,4,307,5,low,M,8,1903,No
9176,F,Flight,5,3,224,5,medium,M,9,1643,Yes
9177,A,Flight,5,5,233,6,medium,F,4,1924,Yes
9178,B,Flight,3,4,179,2,medium,M,5,1340,No
9179,C,Flight,4,3,267,5,medium,F,9,1538,No
9180,F,Flight,5,3,218,6,low,F,6,1519,Yes
9181,D,Flight,7,3,302,4,medium,F,7,1915,No
9182,F,Flight,7,3,247,4,medium,M,5,1060,No
9183,A,Flight,6,3,266,4,medium,F,8,1547,No
9184,B,Flight,5,1,247,5,low,M,10,1562,Yes
9185,C,Flight,4,3,219,5,low,F,8,1702,Yes
9186,F,Flight,7,1,287,4,medium,M,9,1150,Yes
9187,D,Flight,6,3,297,5,low,F,5,1657,No
9188,F,Flight,5,5,273,5,medium,M,4,1597,Yes
9189,A,Flight,5,5,219,5,low,M,6,1234,No
9190,B,Flight,5,1,232,5,medium,F,7,1069,Yes
9191,C,Flight,4,4,264,5,low,M,3,1782,No
9192,F,Flight,6,3,266,4,low,F,9,1106,Yes
9193,D,Flight,7,1,280,5,low,M,10,1199,Yes
9194,F,Flight,7,4,264,4,medium,M,6,1265,No
9195,A,Flight,4,2,258,5,low,F,8,1878,No
9196,B,Flight,5,1,236,5,low,M,8,1441,No
9197,C,Ship,5,5,262,5,low,M,2,1304,No
9198,F,Ship,5,3,255,6,medium,F,1,5874,No
9199,D,Ship,4,4,267,4,low,F,8,5219,Yes
9200,F,Ship,4,1,240,4,low,M,10,5965,Yes
9201,A,Ship,4,2,215,2,high,F,10,4061,Yes
9202,B,Ship,5,5,252,5,low,M,9,4135,No
9203,C,Ship,4,5,136,2,medium,M,4,5512,No
9204,F,Ship,3,4,225,4,medium,F,9,5575,No
9205,D,Ship,3,3,187,6,low,F,2,4549,No
9206,F,Ship,4,4,144,3,low,M,6,4137,Yes
9207,A,Ship,3,2,226,2,low,M,10,4254,No
9208,B,Ship,5,2,229,3,low,F,3,4916,No
9209,C,Ship,3,3,255,3,low,M,4,4628,Yes
9210,F,Ship,5,3,227,5,medium,F,9,4990,No
9211,D,Ship,5,1,248,3,medium,M,6,5081,Yes
9212,F,Ship,3,2,151,2,low,F,3,4759,No
9213,A,Ship,4,5,188,3,medium,M,8,4125,No
9214,B,Ship,4,2,160,2,medium,M,3,4304,Yes
9215,C,Ship,4,2,156,3,low,F,1,5361,No
9216,F,Ship,3,4,162,3,medium,M,7,5313,No
9217,D,Ship,4,4,270,3,low,F,4,5888,No
9218,F,Ship,4,5,200,4,medium,F,2,4947,No
9219,A,Ship,3,3,224,4,medium,M,10,4147,No
9220,B,Ship,4,4,146,4,medium,M,7,4953,Yes
9221,C,Ship,5,3,156,3,low,F,6,5231,Yes
9222,F,Ship,4,3,235,3,medium,F,4,5748,Yes
9223,D,Ship,4,1,231,3,medium,M,5,4118,Yes
9224,F,Ship,4,5,141,2,low,F,10,5907,Yes
9225,A,Ship,3,1,178,4,medium,M,9,5727,Yes
9226,B,Ship,5,4,244,6,high,F,3,4089,No
9227,C,Ship,4,2,247,2,medium,M,7,4955,Yes
9228,F,Ship,3,1,132,3,medium,F,5,5978,No
9229,D,Ship,4,5,190,3,medium,M,6,4671,Yes
9230,F,Ship,3,2,113,5,medium,M,1,5993,No
9231,A,Ship,5,5,253,2,high,F,3,4851,No
9232,B,Ship,4,3,235,3,medium,F,4,4739,No
9233,C,Ship,3,3,264,2,low,M,6,4102,No
9234,F,Ship,3,5,286,6,medium,M,3,4424,No
9235,D,Ship,4,3,141,3,medium,F,3,4249,No
9236,F,Ship,4,2,243,3,low,M,3,5703,No
9237,A,Ship,5,4,209,4,low,F,10,5461,No
9238,B,Ship,4,4,246,2,medium,F,2,4633,Yes
9239,C,Ship,4,3,257,3,medium,M,1,5717,Yes
9240,F,Ship,4,2,217,2,medium,F,8,4907,Yes
9241,D,Ship,4,4,246,3,low,M,9,5041,No
9242,F,Ship,4,4,166,6,low,F,6,4100,Yes
9243,A,Ship,3,3,183,2,low,F,3,5189,No
9244,B,Ship,4,5,136,2,medium,M,4,5923,Yes
9245,C,Ship,4,1,224,2,low,M,10,4653,Yes
9246,F,Ship,4,3,174,3,medium,M,2,4069,Yes
9247,D,Ship,4,5,209,3,medium,F,4,4809,No
9248,F,Ship,4,3,256,2,medium,F,3,4679,Yes
9249,A,Ship,4,2,231,4,medium,M,9,5194,No
9250,B,Ship,2,1,228,2,low,F,2,5435,No
9251,C,Ship,4,2,198,3,medium,M,10,5487,Yes
9252,F,Ship,5,5,223,3,medium,F,3,4382,No
9253,D,Ship,3,4,257,4,medium,F,8,4780,No
9254,F,Ship,4,4,265,3,low,M,10,4741,No
9255,A,Ship,3,3,258,3,medium,F,7,4068,Yes
9256,B,Ship,3,2,272,3,low,M,7,5657,Yes
9257,C,Ship,5,3,273,4,medium,M,1,5119,No
9258,F,Ship,3,5,287,5,high,M,1,5263,Yes
9259,D,Ship,5,1,176,4,low,F,1,4270,Yes
9260,F,Ship,5,4,136,3,medium,M,4,5413,No
9261,A,Ship,3,5,204,2,low,F,1,4025,Yes
9262,B,Ship,4,3,213,3,medium,M,2,5432,Yes
9263,C,Ship,3,3,160,3,low,M,1,4769,No
9264,F,Ship,3,5,148,2,medium,F,9,5095,Yes
9265,D,Ship,4,3,255,4,medium,F,10,4740,No
9266,F,Ship,3,3,212,3,medium,M,10,5724,Yes
9267,A,Ship,3,3,217,3,medium,M,10,5439,No
9268,B,Ship,4,2,145,3,medium,F,7,5823,No
9269,C,Ship,3,1,170,3,high,F,6,5750,No
9270,F,Ship,3,2,244,3,high,F,5,5781,Yes
9271,D,Ship,3,1,151,4,medium,M,2,5016,No
9272,F,Ship,4,1,202,3,low,M,10,4454,No
9273,A,Ship,4,1,195,3,medium,M,2,4682,No
9274,B,Ship,3,3,150,3,medium,M,9,5852,No
9275,C,Ship,4,3,225,2,medium,F,10,5523,Yes
9276,F,Ship,4,5,142,4,medium,F,6,5027,No
9277,D,Ship,3,3,262,4,low,M,5,4782,No
9278,F,Ship,3,1,251,6,medium,M,10,4912,No
9279,A,Ship,5,5,221,2,medium,M,10,4255,Yes
9280,B,Ship,3,2,202,2,medium,F,7,5328,No
9281,C,Ship,4,3,216,4,medium,M,3,4750,No
9282,F,Ship,4,2,239,3,low,F,4,5916,No
9283,D,Ship,2,3,192,3,low,M,4,5524,No
9284,F,Ship,3,4,185,2,medium,M,5,4574,No
9285,A,Ship,5,4,235,3,low,M,3,4411,Yes
9286,B,Ship,3,2,253,2,low,M,8,5608,No
9287,C,Ship,3,4,180,3,low,M,2,5659,Yes
9288,F,Ship,3,5,150,2,medium,M,10,5187,No
9289,D,Ship,4,2,168,6,medium,F,9,4030,No
9290,F,Road,5,4,274,3,medium,F,1,4030,No
9291,A,Road,3,2,179,3,medium,M,9,5224,Yes
9292,B,Road,6,1,237,5,medium,M,3,5299,Yes
9293,C,Road,3,4,160,3,low,M,10,4602,No
9294,F,Road,4,1,225,2,low,M,4,4102,No
9295,D,Road,4,2,217,2,low,M,4,5539,No
9296,F,Road,3,5,263,3,medium,M,1,4645,No
9297,A,Road,4,4,128,6,medium,F,3,5459,No
9298,B,Road,3,3,167,3,low,F,8,4420,No
9299,C,Road,3,2,221,2,low,F,10,4312,No
9300,F,Road,3,3,173,2,low,M,5,4703,No
9301,D,Road,4,2,149,6,low,F,6,4904,No
9302,F,Road,3,5,234,2,medium,F,8,5241,Yes
9303,A,Road,3,3,237,3,medium,M,6,4918,No
9304,B,Road,2,4,269,4,low,M,2,4267,Yes
9305,C,Road,3,5,182,3,high,M,5,4183,Yes
9306,F,Road,6,3,199,4,medium,F,1,5204,No
9307,D,Road,4,1,264,4,low,F,6,4863,No
9308,F,Road,6,5,167,3,low,F,2,5761,Yes
9309,A,Road,4,4,155,3,medium,F,6,5778,Yes
9310,B,Road,5,1,274,2,high,F,8,4647,Yes
9311,C,Road,4,1,213,5,low,M,10,5492,No
9312,F,Flight,3,2,204,2,high,M,8,4562,Yes
9313,D,Flight,5,2,259,2,medium,M,7,4764,No
9314,F,Flight,3,1,174,3,medium,F,2,4972,No
9315,A,Flight,3,1,230,2,low,F,4,4387,Yes
9316,B,Flight,5,4,260,4,low,M,4,5911,Yes
9317,C,Flight,4,5,176,2,low,F,1,4155,No
9318,F,Flight,5,2,217,2,medium,F,6,4120,Yes
9319,D,Flight,4,2,219,3,low,F,9,5703,No
9320,F,Flight,4,1,189,3,medium,M,5,4133,No
9321,A,Flight,4,1,252,4,low,F,7,5459,Yes
9322,B,Flight,3,2,189,3,medium,F,2,4152,Yes
9323,C,Flight,5,2,159,3,low,M,5,4930,No
9324,F,Flight,4,2,262,3,low,M,6,5381,No
9325,D,Flight,6,1,191,5,low,M,8,5156,Yes
9326,F,Flight,4,1,271,4,medium,F,2,4133,Yes
9327,A,Flight,4,5,196,5,low,F,2,5840,No
9328,B,Flight,4,3,261,6,low,F,6,5068,No
9329,C,Flight,4,5,233,6,medium,M,1,5284,No
9330,F,Flight,5,4,235,4,low,M,5,4506,No
9331,D,Flight,3,2,154,3,low,F,8,5149,Yes
9332,F,Flight,4,5,167,4,low,M,3,4658,No
9333,A,Flight,6,4,144,4,low,F,5,4631,No
9334,B,Ship,5,3,194,4,low,M,9,5851,No
9335,C,Ship,5,4,242,4,medium,F,5,5375,No
9336,F,Ship,3,3,144,3,medium,M,8,5727,No
9337,D,Ship,5,4,157,7,medium,F,9,4272,No
9338,F,Ship,4,3,184,7,medium,M,5,5920,Yes
9339,A,Ship,5,1,151,3,medium,M,2,4172,Yes
9340,B,Ship,4,1,175,3,medium,M,2,5861,No
9341,C,Ship,3,2,177,3,low,F,5,5941,No
9342,F,Ship,6,1,141,3,low,F,2,5144,No
9343,D,Ship,4,2,210,3,low,M,5,4746,No
9344,F,Ship,2,4,224,2,low,M,8,4754,No
9345,A,Ship,4,1,253,3,medium,F,9,5502,Yes
9346,B,Ship,4,1,157,2,medium,F,7,4690,Yes
9347,C,Ship,3,2,172,3,medium,F,8,4982,Yes
9348,F,Ship,3,5,193,10,high,M,6,5247,Yes
9349,D,Ship,6,2,255,4,low,M,9,1157,No
9350,F,Ship,7,5,255,4,low,F,2,1826,Yes
9351,A,Ship,6,4,286,4,medium,F,1,1570,No
9352,B,Ship,7,1,267,4,medium,M,9,1261,Yes
9353,C,Ship,5,4,226,6,low,F,3,1223,Yes
9354,F,Ship,6,3,285,4,medium,F,1,1606,No
9355,D,Ship,6,4,276,4,low,M,4,1662,Yes
9356,F,Ship,6,4,257,4,low,F,4,1451,No
9357,A,Ship,6,4,287,4,medium,M,7,1141,Yes
9358,B,Ship,6,1,283,5,low,F,9,1311,Yes
9359,C,Ship,6,1,309,4,medium,F,10,1904,Yes
9360,F,Ship,4,5,274,5,low,M,7,1225,No
9361,D,Ship,7,2,244,4,medium,F,8,1477,Yes
9362,F,Ship,5,4,222,6,low,F,9,1003,No
9363,A,Ship,6,1,264,4,low,M,9,1243,No
9364,B,Ship,4,1,232,5,medium,F,7,1899,Yes
9365,C,Ship,5,1,217,2,medium,F,10,4264,No
9366,F,Ship,4,5,219,3,low,F,1,5221,No
9367,D,Ship,4,3,189,3,medium,F,4,5613,Yes
9368,F,Ship,4,2,252,4,low,M,1,4705,Yes
9369,A,Ship,3,3,189,3,medium,F,1,5896,Yes
9370,B,Ship,5,3,159,3,low,M,7,5462,Yes
9371,C,Ship,4,3,262,3,low,F,3,4176,No
9372,F,Ship,6,2,191,5,low,M,1,4314,No
9373,D,Ship,4,5,271,4,medium,M,9,5057,No
9374,F,Ship,4,2,196,5,low,M,5,4994,No
9375,A,Ship,4,1,261,6,low,F,6,5861,No
9376,B,Ship,4,1,233,6,medium,F,2,5406,No
9377,C,Ship,5,4,235,4,low,M,10,4880,No
9378,F,Ship,3,1,154,3,low,M,5,4720,Yes
9379,D,Ship,4,4,167,4,low,M,2,5908,Yes
9380,F,Ship,6,1,144,4,low,F,5,5121,No
9381,A,Ship,5,2,194,4,low,M,8,5650,Yes
9382,B,Ship,5,3,242,4,medium,F,8,4410,Yes
9383,C,Ship,3,5,144,3,medium,F,9,5912,No
9384,F,Ship,5,4,157,7,medium,M,3,4723,No
9385,D,Ship,4,1,184,7,medium,F,6,4956,No
9386,F,Ship,5,1,151,3,medium,F,9,5667,No
9387,A,Ship,4,4,175,3,medium,M,2,4004,No
9388,B,Ship,3,2,177,3,low,F,9,5427,No
9389,C,Ship,6,3,141,3,low,M,7,5222,Yes
9390,F,Ship,4,2,210,3,low,F,9,4102,Yes
9391,D,Ship,2,3,224,2,low,F,5,5050,No
9392,F,Ship,4,4,253,3,medium,F,4,5236,No
9393,A,Ship,4,5,157,2,medium,F,1,5054,No
9394,B,Ship,3,1,172,3,medium,M,5,5696,Yes
9395,C,Ship,3,1,193,10,high,F,1,4459,No
9396,F,Ship,6,3,255,4,low,M,6,1654,Yes
9397,D,Ship,7,5,255,4,low,M,7,1104,No
9398,F,Ship,6,4,286,4,medium,F,1,1539,Yes
9399,A,Ship,7,3,267,4,medium,F,10,1548,No
9400,B,Ship,5,4,226,6,low,M,1,1327,No
9401,C,Ship,6,4,285,4,medium,M,4,1244,Yes
9402,F,Ship,6,3,276,4,low,F,8,1754,Yes
9403,D,Ship,6,3,257,4,low,F,2,1694,No
9404,F,Ship,6,1,287,4,medium,M,5,1791,Yes
9405,A,Ship,6,1,283,5,low,F,5,1298,No
9406,B,Ship,6,2,309,4,medium,F,8,1930,No
9407,C,Ship,4,1,274,5,low,F,5,1581,Yes
9408,F,Ship,7,3,244,4,medium,M,10,1629,No
9409,D,Ship,5,5,222,6,low,M,1,1962,No
9410,F,Ship,7,1,264,4,medium,F,5,1238,No
9411,A,Ship,4,4,258,5,low,M,7,1261,Yes
9412,B,Ship,5,5,236,5,low,F,7,1137,No
9413,C,Ship,6,3,304,4,low,F,9,1401,No
9414,F,Ship,6,3,244,5,medium,F,5,1092,No
9415,D,Ship,7,1,301,4,low,M,10,1869,No
9416,F,Ship,4,4,275,5,medium,M,5,1117,No
9417,A,Ship,5,4,236,5,low,M,6,1829,Yes
9418,B,Ship,6,3,286,4,medium,M,4,1169,No
9419,C,Ship,5,4,238,6,low,M,6,1850,Yes
9420,F,Ship,7,3,300,4,medium,F,5,1244,No
9421,D,Ship,6,2,292,4,medium,M,2,1149,Yes
9422,F,Ship,5,2,172,2,low,M,9,1097,No
9423,A,Ship,2,1,181,5,medium,M,3,1038,No
9424,B,Ship,7,5,289,4,low,M,9,1904,No
9425,C,Ship,7,5,256,4,medium,M,4,1139,Yes
9426,F,Ship,4,5,251,5,medium,M,10,1683,Yes
9427,D,Road,6,5,245,4,low,M,3,1716,No
9428,F,Road,5,2,266,5,medium,M,8,1367,No
9429,A,Road,4,1,220,5,low,F,9,1817,No
9430,B,Road,4,2,274,5,low,F,8,1246,No
9431,C,Road,7,5,301,4,low,M,9,1660,Yes
9432,F,Road,6,5,285,4,low,M,8,1028,Yes
9433,D,Road,6,3,271,4,low,F,2,1364,Yes
9434,F,Road,4,3,241,5,low,F,2,1442,No
9435,A,Road,3,1,146,5,low,M,10,1737,No
9436,B,Road,6,4,256,4,medium,F,9,1791,No
9437,C,Road,6,2,235,5,low,F,5,1051,Yes
9438,F,Road,5,5,275,3,low,F,9,1691,Yes
9439,D,Road,6,4,205,4,low,F,10,1974,Yes
9440,F,Road,5,4,244,5,medium,F,1,1320,No
9441,A,Road,5,2,269,6,medium,F,5,1097,No
9442,B,Road,4,1,238,5,medium,F,3,1913,No
9443,C,Road,5,4,217,5,low,F,8,1803,No
9444,F,Road,5,2,258,5,low,M,3,1824,No
9445,D,Road,7,1,269,5,medium,F,5,1402,No
9446,F,Road,4,2,259,5,low,M,6,1827,Yes
9447,A,Road,6,5,260,4,low,F,8,1347,Yes
9448,B,Road,5,5,227,5,medium,F,2,1436,Yes
9449,C,Flight,4,2,223,6,low,F,10,1650,Yes
9450,F,Flight,5,2,221,5,medium,M,10,1160,No
9451,D,Flight,7,4,296,4,low,F,10,1033,No
9452,F,Flight,5,3,228,5,high,M,9,1924,No
9453,A,Flight,4,4,275,5,medium,M,7,1562,Yes
9454,B,Flight,5,3,230,5,medium,M,4,1123,No
9455,C,Flight,5,1,241,5,medium,M,3,1379,No
9456,F,Flight,4,2,270,5,low,F,5,1747,Yes
9457,D,Flight,6,4,264,5,medium,F,7,1220,Yes
9458,F,Flight,4,4,260,5,low,F,5,1178,Yes
9459,A,Flight,5,1,271,5,low,M,4,1353,No
9460,B,Flight,5,5,286,4,high,F,10,1071,Yes
9461,C,Flight,6,1,279,4,low,F,4,1263,Yes
9462,F,Flight,6,3,271,4,low,F,6,1934,No
9463,D,Flight,3,5,206,4,low,M,6,5038,No
9464,F,Flight,5,2,205,3,medium,F,1,4351,No
9465,A,Flight,5,2,233,3,medium,F,10,4233,Yes
9466,B,Flight,5,1,207,3,low,F,1,4112,No
9467,C,Flight,4,1,174,4,low,M,3,5295,No
9468,F,Flight,3,4,191,3,medium,F,10,4667,No
9469,D,Flight,4,4,156,2,medium,F,7,5938,No
9470,F,Flight,4,4,137,3,medium,F,8,4066,Yes
9471,A,Ship,3,3,251,3,low,M,8,4246,No
9472,B,Ship,5,3,194,3,low,M,7,5545,No
9473,C,Ship,4,1,141,3,low,F,6,5273,No
9474,F,Ship,5,1,137,3,medium,F,10,4641,No
9475,D,Ship,3,1,221,3,medium,M,10,5696,Yes
9476,F,Ship,3,1,270,2,medium,M,6,4966,No
9477,A,Ship,3,3,133,3,low,F,2,4926,No
9478,B,Ship,4,4,181,3,medium,F,9,4425,Yes
9479,C,Ship,6,4,147,3,low,M,4,4549,Yes
9480,F,Ship,4,3,250,2,high,F,10,4885,Yes
9481,D,Ship,3,5,184,2,high,M,3,4883,No
9482,F,Ship,5,1,234,3,low,F,4,5033,No
9483,A,Ship,3,3,126,6,low,M,8,5084,Yes
9484,B,Ship,3,2,241,3,medium,F,9,4301,No
9485,C,Ship,3,5,218,2,medium,F,6,4072,No
9486,F,Ship,3,5,98,3,medium,F,3,5553,Yes
9487,D,Ship,3,5,211,2,medium,F,9,4577,Yes
9488,F,Ship,4,2,216,3,low,M,2,4750,Yes
9489,A,Ship,3,3,203,3,medium,F,4,5548,No
9490,B,Ship,3,4,266,3,medium,M,9,5908,Yes
9491,C,Ship,4,1,155,3,medium,M,9,4443,No
9492,F,Ship,3,5,156,2,medium,F,8,5848,No
9493,D,Ship,5,2,169,5,medium,F,2,4542,No
9494,F,Ship,4,5,241,4,medium,F,10,4126,Yes
9495,A,Ship,4,5,199,4,medium,M,1,5585,Yes
9496,B,Ship,4,3,184,3,low,F,9,5602,No
9497,C,Ship,3,3,221,3,low,F,5,4388,No
9498,F,Ship,4,3,258,3,medium,F,7,4887,Yes
9499,D,Ship,5,4,193,3,medium,M,3,4559,No
9500,F,Ship,2,2,156,4,high,M,9,4184,Yes
9501,A,Ship,4,2,201,3,medium,F,4,4613,No
9502,B,Ship,4,2,171,3,medium,M,4,5859,No
9503,C,Ship,3,4,193,6,low,M,2,5584,No
9504,F,Ship,5,2,254,2,medium,M,4,4180,Yes
9505,D,Ship,4,4,251,3,medium,F,9,5350,Yes
9506,F,Ship,5,3,171,3,low,F,7,4946,No
9507,A,Ship,4,1,243,3,medium,M,10,5832,No
9508,B,Ship,3,4,253,3,medium,M,4,4269,No
9509,C,Ship,3,5,137,3,low,M,3,5497,Yes
9510,F,Ship,5,2,149,2,low,F,6,4661,No
9511,D,Ship,4,1,183,3,low,M,3,5178,Yes
9512,F,Ship,4,5,171,3,low,F,10,4752,Yes
9513,A,Ship,4,5,102,5,low,F,3,5767,No
9514,B,Ship,3,3,249,4,low,M,7,5868,Yes
9515,C,Ship,3,4,255,3,medium,F,10,5291,Yes
9516,F,Ship,3,1,150,2,low,F,6,5697,No
9517,D,Ship,4,4,169,4,medium,F,8,5493,No
9518,F,Ship,4,1,208,3,medium,F,8,4890,Yes
9519,A,Ship,3,3,154,4,high,F,2,4921,Yes
9520,B,Ship,2,2,101,5,medium,F,6,4196,No
9521,C,Ship,5,1,203,3,low,M,10,4750,No
9522,F,Ship,5,3,234,6,medium,F,8,5003,No
9523,D,Ship,3,1,133,4,medium,F,6,5162,No
9524,F,Ship,3,3,222,4,low,F,6,5284,Yes
9525,A,Ship,3,5,258,3,low,F,5,4494,No
9526,B,Ship,3,5,251,3,low,M,1,5073,No
9527,C,Ship,4,2,241,6,medium,M,5,4880,Yes
9528,F,Ship,4,1,164,4,medium,M,3,5318,Yes
9529,D,Ship,5,4,273,2,low,F,1,5008,Yes
9530,F,Ship,3,1,266,3,low,M,6,4010,No
9531,A,Ship,4,2,144,5,low,F,3,5807,Yes
9532,B,Ship,2,1,208,2,low,M,10,4671,Yes
9533,C,Ship,2,4,178,4,medium,F,8,4620,No
9534,F,Ship,3,3,246,4,low,F,3,4316,No
9535,D,Ship,3,1,131,6,medium,M,8,5352,No
9536,F,Ship,2,2,156,3,low,F,5,4151,Yes
9537,A,Ship,3,2,222,4,medium,M,10,5720,No
9538,B,Ship,3,3,275,3,medium,M,7,4968,No
9539,C,Ship,3,2,212,3,medium,M,10,4117,No
9540,F,Ship,5,4,275,2,medium,M,7,5292,No
9541,D,Ship,5,1,189,2,medium,M,8,5219,No
9542,F,Ship,3,4,171,3,low,M,10,4839,No
9543,A,Ship,3,1,242,5,low,F,3,4026,No
9544,B,Ship,3,5,247,3,medium,F,7,4966,No
9545,C,Ship,3,3,149,2,low,M,8,4556,No
